"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
20812;"ORGANIZATION";"Microsoft Naver";"O";"be iac/interactivecorp of";"ORGANIZATION";"Facebook Google";1.0
20813;"ORGANIZATION";"Avaya Cisco Systems Ericsson Fujitsu Hewlett Packard Enterprise Huawei Juniper Networks Motorola Solutions NEC Nokia";"O";"be equipment of";"ORGANIZATION";"Microsoft Nokia Panasonic Samsung Sony TCL Corporation true Xiaomi ZTE network";1.0
20814;"PERSON";"Jess Cliffe IceFrog Sam Lantinga Mike Morasky Brad Muir Gabe Newell Robin Walker";"O";"be mod source filmmaker mod of";"ORGANIZATION";"Orange Box Alien Swarm Dota Technology Hardware Steam Controller Steam Machine Steam Link HTC Vive Software GoldSrc";1.0
20815;"PERSON";"Paul Sulyok";"O";"be people of";"LOCATION";"United Kingdom Key";1.0
20816;"ORGANIZATION";"Green Man gaming";"O";"be integrate with";"PERSON";"playfire";1.0
20817;"PERSON";"Paul Sulyok";"O";"form";"ORGANIZATION";"Green Man gaming";1.0
20818;"PERSON";"Tim Sawyer";"O";"also join";"ORGANIZATION";"Green Man gaming";1.0
20819;"PERSON";"Lee Packham";"O";"return to";"ORGANIZATION";"Green Man gaming";1.0
20820;"PERSON";"Baxter";"O";"be join by";"PERSON";"Darren Cairns";1.0
20821;"ORGANIZATION";"Green Man gaming";"O";"launch game service in";"LOCATION";"UK";1.0
20822;"ORGANIZATION";"SVP Publishing and Content";"O";"be at";"ORGANIZATION";"SEGA";1.0
20823;"ORGANIZATION";"Green Man gaming";"O";"launch";"PERSON";"Bitcoin";1.0
20824;"ORGANIZATION";"Deloitte Technology fast UK";"O";"be programme of";"ORGANIZATION";"Deloitte Technology fast emea";1.0
20825;"ORGANIZATION";"NGC Magazine Official Nintendo Magazine Official Xbox Magazine PC answer pc Format";"O";"be gamer of";"ORGANIZATION";"United mega New Computer Express Nintendo";1.0
20826;"ORGANIZATION";"Great Hill Partners";"O";"be from";"LOCATION";"Boston";1.0
20827;"PERSON";"Gregory Burns";"O";"be of";"ORGANIZATION";"Sidoti & Company";1.0
20828;"PERSON";"Wild boy";"O";"be of";"LOCATION";"Congo";1.0
20829;"PERSON";"Ziff Davis";"O";"sell majority to";"ORGANIZATION";"CBS";1.0
20830;"ORGANIZATION";"NBC affiliate WROC-TV";"O";"be in";"LOCATION";"Rochester";1.0
20831;"LOCATION";"New York";"O";"be in";"LOCATION";"Chattanooga";1.0
20832;"LOCATION";"Georgia";"O";"be in";"LOCATION";"Steubenville";1.0
20833;"ORGANIZATION";"WJKS-TV";"O";"be affiliate of";"ORGANIZATION";"ABC";1.0
20834;"ORGANIZATION";"lma";"O";"be by";"ORGANIZATION";"Sinclair Broadcast Group";1.0
20835;"PERSON";"Ziff Davis";"O";"start";"ORGANIZATION";"ZDTV";1.0
20836;"PERSON";"Paul Allen";"O";"to";"ORGANIZATION";"Vulcan Inc";1.0
20837;"ORGANIZATION";"BB Focus";"O";"be to";"PERSON";"Ziff Davis";1.0
20838;"PERSON";"Ziff Davis";"O";"buy";"ORGANIZATION";"TechBargains.com";1.0
20839;"PERSON";"Ziff Davis";"O";"acquire";"PERSON";"Ookla";1.0
20840;"PERSON";"Ziff Davis Tech Ziff Davis";"O";"be emedia of";"ORGANIZATION";"PC Magazine Ookla Techbargains.com Toolbox.com";1.0
20841;"PERSON";"Vivek Shah";"O";"be by";"ORGANIZATION";"Digital Media Executive";1.0
20842;"PERSON";"Vivek Shah";"O";"be by";"ORGANIZATION";"Digital Media Executive";1.0
20843;"ORGANIZATION";"Ziff Davis";"ORGANIZATION";"acquire";"ORGANIZATION";"Focus Research";1.0
20844;"ORGANIZATION";"Ziff-Davis Publishing Company";"O";"be at";"ORGANIZATION";"Grand Comics Database Ziff-Davis Publishing";1.0
20845;"PERSON";"Alexa";"O";"be website www.twitch.tv of";"ORGANIZATION";"Amazon.com";1.0
20846;"ORGANIZATION";"GoodGame Agency";"O";"be divest by";"LOCATION";"Amazon";1.0
20847;"LOCATION";"Moscone Center";"O";"be in";"LOCATION";"San Francisco";1.0
20848;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20849;"PERSON";"Viki Vimeo Viu Voddler";"O";"be tenplay theplatform toon goggles trilulilu tubi tv tudou tvcatchup tv uol tvigle tvnz ondemand tvyo twitch.tv uktv play ultraviolet vbox veoh vevo vidme vidoosh viewster of";"ORGANIZATION";"TalkTalk TV Tank Top tv TAPP TV TeacherTube Teaching Channel Telly Inc";1.0
20850;"ORGANIZATION";"Amazon Digital Game Store Technology click Amazon Game Studios Amazon Robotics Carbonado Dynamo Graphiq Gurupa Lab double helix Games Obidos Liquavista Publishing Amazon Publishing Amazon Studios";"O";"be drive echo show video prime kindle kindle fire fire hd fire hdx fire tv fire phone kindle store music reflexive entertainment fire os of";"ORGANIZATION";"ComiXology Amazon";1.0
20851;"PERSON";"Alexa";"O";"be website polygon.com of";"PERSON";"Christopher Grant";1.0
20852;"PERSON";"Grant";"O";"leave";"PERSON";"Joystiq";1.0
20853;"ORGANIZATION";"Vox Media";"O";"be headquarter in";"LOCATION";"Washington";1.0
20854;"PERSON";"Brian Crecente";"O";"leave";"ORGANIZATION";"Polygon";1.0
20855;"ORGANIZATION";"Vox";"O";"have";"PERSON";"Bankoff";1.0
20856;"PERSON";"Tuukka Taarluoto";"O";"be in";"LOCATION";"Finland";1.0
20857;"ORGANIZATION";"ea Canada ea Digital Illusions CE ea Mobile ea Montreal ea Tiburon Firemonkeys Studios ghost Games Maxis Motive Studios PopCap";"O";"be criterion games of";"ORGANIZATION";"BioWare";1.0
20858;"ORGANIZATION";"FIFA";"O";"be title of";"ORGANIZATION";"ea Sports";1.0
20859;"ORGANIZATION";"ea Tiburon";"O";"be in";"LOCATION";"Orlando";1.0
20860;"ORGANIZATION";"ea Canada";"O";"be in";"LOCATION";"Burnaby";1.0
20861;"ORGANIZATION";"BioWare";"O";"be in";"LOCATION";"Edmonton";1.0
20862;"ORGANIZATION";"worst company";"O";"be in";"LOCATION";"America";1.0
20863;"PERSON";"Frank Gibeau";"O";"be by";"ORGANIZATION";"ea label";1.0
20864;"PERSON";"Don Valentine";"O";"be of";"ORGANIZATION";"Sequoia Capital";1.0
20865;"PERSON";"Hawkins";"O";"leave";"ORGANIZATION";"Apple Inc.";1.0
20866;"PERSON";"David Gardner";"O";"move to";"LOCATION";"UK";1.0
20867;"PERSON";"trip Hawkins";"O";"leave";"ORGANIZATION";"ea";1.0
20868;"ORGANIZATION";"svp";"O";"be of";"ORGANIZATION";"ea Mobile";1.0
20869;"ORGANIZATION";"Games";"O";"be reveal at";"ORGANIZATION";"Electronic Entertainment Expo";1.0
20870;"ORGANIZATION";"ea Baton Rouge";"O";"be in";"LOCATION";"Baton Rouge";1.0
20871;"ORGANIZATION";"ea Canada";"O";"be in";"LOCATION";"Burnaby";1.0
20872;"LOCATION";"China";"O";"be in";"LOCATION";"Shanghai";1.0
20873;"LOCATION";"Germany ea dice";"O";"be in";"LOCATION";"Stockholm";1.0
20874;"LOCATION";"France";"O";"be in";"LOCATION";"Lyon";1.0
20875;"LOCATION";"Madrid";"O";"in eis be";"ORGANIZATION";"european integration studio";1.0
20876;"LOCATION";"India";"O";"be ea of";"LOCATION";"Spain";1.0
20877;"LOCATION";"DICE Los Angeles";"O";"be in";"LOCATION";"Los Angeles";1.0
20878;"LOCATION";"Romania";"O";"be in";"LOCATION";"Bucharest";1.0
20879;"LOCATION";"Russia";"O";"be in";"LOCATION";"Moscow";1.0
20880;"ORGANIZATION";"ea Mobile";"O";"be in";"LOCATION";"Los Angeles";1.0
20881;"ORGANIZATION";"ea Montreal";"O";"be in";"LOCATION";"Montreal";1.0
20882;"LOCATION";"ea San Francisco";"O";"be in";"LOCATION";"Embarcadero";1.0
20883;"ORGANIZATION";"ea Sports";"O";"make up in";"LOCATION";"Burnaby";1.0
20884;"ORGANIZATION";"ea Tiburon";"O";"be in";"LOCATION";"Maitland";1.0
20885;"LOCATION";"Florida";"O";"found as";"ORGANIZATION";"Tiburon Entertainment";1.0
20886;"ORGANIZATION";"Motive Studios";"O";"be in";"LOCATION";"Montreal";1.0
20887;"ORGANIZATION";"ea Capital Games";"O";"be in";"LOCATION";"Sacramento";1.0
20888;"ORGANIZATION";"Bullfrog Productions";"O";"be in";"LOCATION";"Surrey";1.0
20889;"ORGANIZATION";"ea Baltimore";"O";"be in";"LOCATION";"Baltimore";1.0
20890;"ORGANIZATION";"Westwood Studios";"O";"be in";"LOCATION";"Las Vegas";1.0
20891;"ORGANIZATION";"ea Pacific";"O";"be in";"LOCATION";"Irvine";1.0
20892;"LOCATION";"DICE Canada";"O";"be in";"LOCATION";"London";1.0
20893;"ORGANIZATION";"ea UK";"O";"be in";"LOCATION";"Chertsey";1.0
20894;"ORGANIZATION";"ea Chicago";"O";"be in";"LOCATION";"Hoffman Estates";1.0
20895;"ORGANIZATION";"pandemic Studios";"O";"be in";"LOCATION";"Los Angeles";1.0
20896;"ORGANIZATION";"ea black Box";"O";"be in";"LOCATION";"Burnaby";1.0
20897;"ORGANIZATION";"ea Mobile Brazil";"O";"be in";"LOCATION";"São Paulo";1.0
20898;"ORGANIZATION";"ea phenomic";"O";"be in";"LOCATION";"Ingelheim";1.0
20899;"ORGANIZATION";"ea North Carolina";"O";"be in";"LOCATION";"Morrisville";1.0
20900;"ORGANIZATION";"Maxis";"O";"be in";"LOCATION";"Emeryville";1.0
20901;"LOCATION";"ea Salt Lake";"O";"be in";"LOCATION";"Salt Lake City";1.0
20902;"ORGANIZATION";"FIFA";"O";"be group of";"ORGANIZATION";"ea 's high score production";1.0
20903;"ORGANIZATION";"FIFA";"O";"be titlesedit of";"ORGANIZATION";"ea Digital Illusions CE AB Upcoming";1.0
20904;"PERSON";"Yves Guillemot";"O";"be ceo of";"ORGANIZATION";"Ubisoft";1.0
20905;"PERSON";"Evan Wilson";"O";"be analyst of";"ORGANIZATION";"Pacific Crest Securities";1.0
20906;"LOCATION";"California";"O";"sign contract with";"ORGANIZATION";"NFL Players Association";1.0
20907;"ORGANIZATION";"ea";"O";"settle with";"PERSON";"Jim Brown";1.0
20908;"LOCATION";"UK";"O";"have";"ORGANIZATION";"Advertising Standards Authority";1.0
20909;"ORGANIZATION";"BioWare";"O";"be subsidiary of";"ORGANIZATION";"ea";1.0
20910;"PERSON";"David Gaider";"O";"be lead writer of";"ORGANIZATION";"BioWare";1.0
20911;"PERSON";"Jennifer Hepler";"O";"be writer of";"ORGANIZATION";"BioWare";1.0
20912;"PERSON";"Susana Polo";"O";"be in";"PERSON";"Mary Sue";1.0
20913;"ORGANIZATION";"worst company";"O";"be in";"LOCATION";"America";1.0
20914;"ORGANIZATION";"worst company";"O";"be in";"LOCATION";"America";1.0
20915;"ORGANIZATION";"ea";"O";"regular as";"ORGANIZATION";"AT&T";0.4792727354204139
20916;"ORGANIZATION";"worst company";"O";"be in";"LOCATION";"America";1.0
20917;"ORGANIZATION";"ea";"O";"buy";"ORGANIZATION";"Take-Two";1.0
20918;"PERSON";"Andrew Wilson";"O";"have";"ORGANIZATION";"Vision of gaming";1.0
20919;"LOCATION";"France";"O";"in";"ORGANIZATION";"Ubisoft";1.0
20920;"ORGANIZATION";"ea";"ORGANIZATION";"be";"ORGANIZATION";"you company";1.0
20921;"ORGANIZATION";"electronic art name worst company";"O";"be in";"LOCATION";"America";1.0
20922;"ORGANIZATION";"ea";"ORGANIZATION";"company in";"ORGANIZATION";"America history";0.6084922393808271
20923;"PERSON";"Frank Gibeau";"O";"be exec of";"ORGANIZATION";"ea";1.0
20924;"PERSON";"Bing Gordon Don Mattrick Jeff Green Ralph Guggenheim Robin Hunicke Greg Kasavin Peter Moore John Riccitiello";"O";"be former of";"PERSON";"will Wright Joe Ybarra";1.0
20925;"ORGANIZATION";"Microsoft Naver";"O";"be iac/interactivecorp of";"ORGANIZATION";"Facebook Google";1.0
20926;"ORGANIZATION";"Avaya Cisco Systems Ericsson Fujitsu Hewlett Packard Enterprise Huawei Juniper Networks Motorola Solutions NEC Nokia";"O";"be equipment of";"ORGANIZATION";"Microsoft Nokia Panasonic Samsung Sony TCL Corporation true Xiaomi ZTE network";1.0
20927;"ORGANIZATION";"Norsk Norsk";"O";"be ?????? nederlands ??? of";"ORGANIZATION";"Lietuvi? Magyar ?????????? Bahasa Melayu";1.0
20928;"PERSON";"Trent Oster Cameron Tofer";"O";"be founder of";"LOCATION";"Canada";1.0
20929;"PERSON";"Trent Oster";"O";"be co-founder of";"ORGANIZATION";"BioWare";1.0
20930;"PERSON";"pany haritato";"O";"be by";"ORGANIZATION";"Zynga";1.0
20931;"ORGANIZATION";"GameStop";"O";"have";"PERSON";"Kongregate";1.0
20932;"PERSON";"Stephanie Barnes";"O";"be under";"PERSON";"Krystal";1.0
20933;"ORGANIZATION";"Wallstrip Channels";"O";"be download.com findarticles gamefaqs gamerankings gooey movietome mp.com versiontracker of";"ORGANIZATION";"CBS Innertube";1.0
20934;"PERSON";"Natali Morris Rafe Needleman Andrew Nusca Ryan Seacrest Molly Wood Contributors";"O";"be minor of";"PERSON";"Matthew Barzun Veronica Belmont Esther Dyson Ina Fried Richard Hart James Kim Declan McCullagh Tom Merritt Halsey";1.0
20935;"PERSON";"Alexa";"O";"be website nexusmods.com of";"PERSON";"Robin Scott";1.0
20936;"PERSON";"Mike Thomspon";"O";"be writer of";"ORGANIZATION";"Ars Technica";1.0
20937;"PERSON";"Mike Masnick";"O";"be of";"PERSON";"Techdirt";1.0
20938;"ORGANIZATION";"Forbes";"O";"list";"PERSON";"John Graham";1.0
20939;"PERSON";"Terence Lee";"O";"be of";"PERSON";"Hitbox Team";1.0
20940;"PERSON";"Alexander Zubov";"O";"be of";"ORGANIZATION";"Kot-in-Action Creative Artel";1.0
20941;"PERSON";"Ben Kuchera";"O";"be of";"ORGANIZATION";"Penny Arcade Reports";1.0
20942;"PERSON";"Kyle Orland";"O";"be of";"ORGANIZATION";"Ars Technica";1.0
20943;"PERSON";"Natali Morris Rafe Needleman Andrew Nusca Ryan Seacrest Molly Wood Contributors";"O";"be minor of";"PERSON";"Matthew Barzun Veronica Belmont Esther Dyson Ina Fried Richard Hart James Kim Declan McCullagh Tom Merritt Halsey";1.0
20944;"ORGANIZATION";"Magyar Bahasa Melayu Nederlands Norsk Polski";"O";"be ??????? of";"ORGANIZATION";"Hrvatski Bahasa Indonesia Italiano";1.0
20945;"LOCATION";"New Zealand";"O";"be by";"PERSON";"Chris";1.0
20946;"PERSON";"Ninja Kiwi";"O";"purchase";"ORGANIZATION";"Dundee";1.0
20947;"ORGANIZATION";"Mochi Media";"O";"discontinue";"ORGANIZATION";"Mochi coin";1.0
20948;"PERSON";"Babbage";"O";"as";"LOCATION";"Dallas";1.0
20949;"PERSON";"Daniel DeMatteo";"O";"be sweden switzerland united states key people of";"LOCATION";"Australia Austria Canada Denmark Finland France Germany Italy Ireland Netherlands New Zealand Norway";1.0
20950;"PERSON";"James McCurry";"O";"be by";"ORGANIZATION";"Harvard Business School";1.0
20951;"LOCATION";"Dallas";"O";"in";"LOCATION";"North Park Center";1.0
20952;"PERSON";"Gary Kusin";"O";"be president of";"PERSON";"Babbage";1.0
20953;"ORGANIZATION";"Barnes";"O";"acquire";"ORGANIZATION";"Funco";1.0
20954;"ORGANIZATION";"Barnes";"O";"retain control over";"ORGANIZATION";"GameStop";1.0
20955;"ORGANIZATION";"Oregon GameStop";"O";"acquire";"ORGANIZATION";"Electronics Boutique";1.0
20956;"PERSON";"Daniel DeMatteo";"O";"replace";"PERSON";"Richard Fontaine";1.0
20957;"ORGANIZATION";"GameStop";"O";"acquire";"LOCATION";"Micromania";1.0
20958;"ORGANIZATION";"GameStop";"O";"acquire";"PERSON";"Kongregate";1.0
20959;"ORGANIZATION";"GameStop";"O";"acquire";"ORGANIZATION";"Spawn Labs";1.0
20960;"ORGANIZATION";"GameStop";"O";"close";"ORGANIZATION";"Spawn Labs";1.0
20961;"ORGANIZATION";"MovieStopedit GameStop";"O";"found";"ORGANIZATION";"MovieStop";1.0
20962;"ORGANIZATION";"Grapevine Mills";"O";"be in";"LOCATION";"Dallas";1.0
20963;"PERSON";"Mark Stanley";"O";"be executive of";"ORGANIZATION";"GameStop";1.0
20964;"ORGANIZATION";"Philadelphia Police";"O";"be in";"LOCATION";"Philadelphia";1.0
20965;"ORGANIZATION";"Noble";"O";"buy";"ORGANIZATION";"Babbage";1.0
20966;"ORGANIZATION";"GameStop";"ORGANIZATION";"acquire";"ORGANIZATION";"AT&T Stores";1.0
20967;"ORGANIZATION";"Holland";"O";"advise";"ORGANIZATION";"GameStop";1.0
20968;"PERSON";"Alexa";"O";"be website gamespot.com of";"PERSON";"Jon epstein";1.0
20969;"PERSON";"Vince Broady";"O";"be in";"LOCATION";"San Francisco";1.0
20970;"PERSON";"Gerstmann";"O";"have previously give";"ORGANIZATION";"Kane";1.0
20971;"PERSON";"Alex Navarro";"O";"be staffer of";"LOCATION";"Gamespot";1.0
20972;"ORGANIZATION";"Wallstrip Channels";"O";"be download.com findarticles gamefaqs gamerankings gooey movietome mp.com versiontracker of";"ORGANIZATION";"CBS Innertube";1.0
20973;"PERSON";"Natali Morris Rafe Needleman Andrew Nusca Ryan Seacrest Molly Wood Contributors";"O";"be minor of";"PERSON";"Matthew Barzun Veronica Belmont Esther Dyson Ina Fried Richard Hart James Kim Declan McCullagh Tom Merritt Halsey";1.0
20974;"ORGANIZATION";"Wallstrip Channels";"O";"be download.com findarticles gamefaqs gamerankings gooey movietome mp.com versiontracker of";"ORGANIZATION";"CBS Innertube";1.0
20975;"PERSON";"Natali Morris Rafe Needleman Andrew Nusca Ryan Seacrest Molly Wood Contributors";"O";"be minor of";"PERSON";"Matthew Barzun Veronica Belmont Esther Dyson Ina Fried Richard Hart James Kim Declan McCullagh Tom Merritt Halsey";1.0
